Gene_name,activator,agonist,antibody,binder,blocker,cleavage,immunotherapy,inhibitor,inverse agonist,modulator,negative modulator,other/unknown,positive modulator,potentiator,vaccine
CTSK,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
CTSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTSLP2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CTSLP8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CTSO,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
CTSS,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
CTSV,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
CTSW,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
CTTN,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
CUBN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUL4A,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
CUX1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
CUX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CX3CL1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CX3CR1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
CXADR,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
CXCL1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
CXCL10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
CXCL12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CXCL13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
CXCR1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
CXCR2,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0
CXCR3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
CXCR4,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0
CXCR5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
CXXC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYB561,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
CYB5A,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
CYB5P1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
CYB5R1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYB5R2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYB5R3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CYB5R4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYBA,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
CYBB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CYCSP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYLC1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CYP11A1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
CYP11B1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
CYP11B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CYP17A1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
CYP19A1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
CYP1A1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP1A2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CYP1B1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
CYP20A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP24A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP26A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CYP26B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP26C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP27A1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
CYP27B1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
CYP2A13,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
CYP2A6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP2A7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
CYP2A7P1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
CYP2B6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
CYP2B7P,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CYP2C18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP2C19,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
CYP2C8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
CYP2C9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CYP2D6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP2D7BP,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
CYP2E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP2F1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CYP2J2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
CYP2R1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP3A4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
CYP3A43,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
CYP3A5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
CYP3A51P,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CYP3A7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
CYP46A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CYP4A11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
CYP4B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP4F11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP4F2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
CYP4X1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP51A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CYP7A1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
CYP7B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYSLTR1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
CYSLTR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYTH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAG1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DAGLA,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0
DAGLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAP,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
DAPK1,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0
DAPK3,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
DARS1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
DAXX,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
DAZ1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
DAZL,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
DBH,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
DBI,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
DBIL3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
DBIP1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
DBIP2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
DBN1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DBP,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
DBT,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
DCBLD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCC,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
DCK,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0
DCLK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCN,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
DCP1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCR,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
DCT,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
DCTD,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DCTN1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
DCX,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DDAH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDB1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
DDC,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
DDHD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDIT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDIT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDR1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DDR2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
DDX10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
DDX12P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DEFA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFB4A,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
DEPTOR,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
DES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DFFB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DFNA19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DFNB13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DFNB14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DFNB5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DGAT1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DGAT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGKA,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
DGKB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHCR24,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
DHCR7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHFR,0,2,1,0,0,0,0,15,0,0,0,0,0,0,0
DHFRP3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
DHODH,0,2,1,0,0,0,0,19,0,0,0,0,0,0,0
DHPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHRS9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHX36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHX9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DIABLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIAPH3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIO1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DKC1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
DKK1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
DKK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DLG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLG5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLL3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DLL4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
DLST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLX3,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0
DLX4,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0
DLX5,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0
DLX6,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0
DMBT1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DMD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMP1,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0
DMPK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DMTN,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0
DMWD,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
DMXL1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DNA2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
DNAAF9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAH6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAH8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAH9,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0
DNAJB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNASE1L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNCM,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
DNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNM1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
DNM2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
DNMT1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
DNMT3A,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0
DNMT3B,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
DNMT3L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNPEP,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DNTT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DOCK10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOCK2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
DOCK3,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0
DOCK8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOK5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOT1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPAGT1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0
DPEP1,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0
DPH1,0,2,2,0,0,0,0,15,0,0,0,0,0,0,0
DPH2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DPP4,0,0,1,0,0,0,0,41,0,0,0,0,0,0,0
DPP6,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0
DPP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPT,0,1,1,0,0,0,0,51,0,0,0,0,0,0,0
DPYD,0,1,4,0,0,0,0,36,0,0,0,0,0,0,0
DPYS,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0
DPYSL2,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
DPYSL3,0,1,1,0,0,0,0,17,0,1,0,0,0,0,0
DR1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
DRAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRD1,0,6,0,0,0,0,0,37,0,0,0,0,1,0,0
DRD2,0,22,1,0,0,0,0,152,3,5,0,0,0,0,0
DRD3,0,11,0,0,0,0,0,51,3,1,0,0,0,0,0
DRD4,1,8,3,0,0,0,0,54,3,0,0,0,0,0,0
DRD5,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0
DRD5P1,0,0,0,0,0,0,0,27,0,2,0,0,0,0,0
DRD5P2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
DRG2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
DRP2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
DSC1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
DSC2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DSC3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
DSCAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSG1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
DSG3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DSP,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DST,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
DTNA,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
DTNB,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
DTNBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTX1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
DTYMK,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
DUSP1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
DUSP2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
DUSP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUSP5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
DUSP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DVL1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DVL2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DXO,0,0,5,0,0,0,0,90,0,3,0,0,0,0,0
DYNC2H1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYRK1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYRK1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYRK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYRK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYRK4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYT7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
E11S,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
E2F1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
E2F2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
E2F3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
E2F3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E2F4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
E2F5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
E2F6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
E2F7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
E2F8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
E4F1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
EBF1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EBM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBVM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBVS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECE1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ECHS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECI1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
ECM2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
ECT2L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDNRA,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
EDNRB,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0
EED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEF1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEF1A2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EEF1B2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
EEF1B2P2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
EEF1D,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
EEF1G,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
EEF2,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0
EEF2K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEGV1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
EFNA1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
EFNA2,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
EFNA3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
EFNA4,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
EFNA5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EFNB1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
EFNB2,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0
EFNB3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
EFR3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGFL7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EGFR,0,0,10,2,0,0,0,141,0,1,1,0,0,0,2
EGI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EGLN1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
EGLN2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
EGLN3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
EGR1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EGR2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EGR3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
EGR4,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0
EHF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHMT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF2AK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF2AK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF2AK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF2AK4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EIF2B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF2S1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
EIF4A1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
EIF4B,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
EIF4E,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
EIF4E2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF4EBP1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
EIF4EBP2,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
EIF4EP1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
EIF4G1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
EIF4G2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EIF4H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EIF5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF5AP3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
ELANE,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
ELAVL1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ELAVL2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
ELAVL3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ELF1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
ELF2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
ELF3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ELF4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ELF5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ELK1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ELK3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ELK4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ELN,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
ELNL1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ELP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMD,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
EML1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
EML4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
EMP1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
EMP2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EMP3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EMSY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMX1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
EMX2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
EN1,0,0,4,0,0,0,0,29,0,0,0,0,0,0,0
EN2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENG,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
ENO1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ENO1P1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENO2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
ENO3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENOSF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENPEP,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ENPP2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENPP3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSA,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
ENUR1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENUR2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
EOMES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EPAS1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
EPB41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EPCAM,0,0,1,4,0,0,0,1,0,3,0,2,0,0,0
EPHA1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
EPHA10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EPHA2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
EPHA3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
